"TOA5","CR3000","CR3000","1564","CR3000.Std.29","CPU:Summit3.CR3","18522","AllData"
"TIMESTAMP","RECORD","Batt_Volt_Avg","Pulse_Tot","Pulse_2_Tot","Pulse_3_Tot","CNR1_Avg(1)","CNR1_Avg(2)","CNR1_Avg(3)","CNR1_Avg(4)","CNR1_PRT_Avg","P_Avg","T_Avg(1)","T_Avg(2)","CellCo_15"
"TS","RN","Volts","Counts","Counts","Counts","mV","mV","mV","mV","mV","mV","mV","mV",""
"","","Avg","Tot","Tot","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp"
"""2026-06-18 05:00:00""",209988,12.611,7.6,8.6,0.0,3.647,-0.436,0.554,0.041,0.0,829.8,2686.933,204.333,-1.0
"""2026-06-18 05:05:00""",210003,12.518,5.8,4.6,0.0,3.378,-0.57,0.605,0.062,0.0,829.933,2690.133,202.2,-1.0
"""2026-06-18 05:10:00""",210018,12.401,8.867,9.067,0.0,2.959,-0.5,0.519,0.026,0.0,831.133,2682.6,199.267,-1.0
"""2026-06-18 05:15:00""",210033,12.547,7.733,5.933,0.0,3.015,-0.44,0.68,0.043,0.0,829.8,2685.2,190.467,-1.0
"""2026-06-18 05:20:00""",210048,12.46,7.8,5.8,0.0,3.028,-0.459,0.676,0.057,0.0,827.4,2677.133,206.333,-1.0
"""2026-06-18 05:25:00""",210063,12.44,6.867,7.0,0.0,2.705,-0.45,0.692,0.041,0.0,831.333,2689.133,201.267,-1.0
"""2026-06-18 05:30:00""",210078,12.535,8.067,8.333,0.0,3.538,-0.384,0.664,0.076,0.0,828.933,2689.333,198.667,-1.0
"""2026-06-18 05:35:00""",210093,12.5,8.6,10.133,0.0,4.017,-0.478,0.766,0.039,0.0,829.8,2677.867,196.0,-1.0
"""2026-06-18 05:40:00""",210108,12.581,8.533,5.267,0.0,4.068,-0.512,0.479,0.02,0.0,830.933,2682.933,188.067,-1.0
"""2026-06-18 05:45:00""",210123,12.587,6.333,6.0,0.0,3.181,-0.404,0.664,0.052,0.0,828.933,2689.8,210.4,-1.0
"""2026-06-18 05:50:00""",210138,12.589,6.867,7.133,0.0,3.91,-0.46,0.423,0.031,0.0,826.4,2686.467,203.267,-1.0
