"TOA5","CR3000","CR3000","1564","CR3000.Std.29","CPU:Summit3.CR3","18522","AllData"
"TIMESTAMP","RECORD","Batt_Volt_Avg","Pulse_Tot","Pulse_2_Tot","Pulse_3_Tot","CNR1_Avg(1)","CNR1_Avg(2)","CNR1_Avg(3)","CNR1_Avg(4)","CNR1_PRT_Avg","P_Avg","T_Avg(1)","T_Avg(2)","CellCo_15"
"TS","RN","Volts","Counts","Counts","Counts","mV","mV","mV","mV","mV","mV","mV","mV",""
"","","Avg","Tot","Tot","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp"
"""2026-06-18 04:49:22""",209417,12.495,6.75,6.75,0.0,3.347,-0.29,0.886,0.036,0.0,831.0,2679.25,197.0,-1.0
"""2026-06-18 04:58:10""",209434,12.588,6.706,10.471,0.0,4.213,-0.361,0.661,0.059,0.0,830.0,2682.941,198.647,-1.0
"""2026-06-18 05:03:18""",209442,12.61,7.286,5.857,0.0,3.434,-0.353,0.84,0.035,0.0,829.857,2675.714,217.429,-1.0
"""2026-06-18 05:17:12""",209448,12.715,6.0,6.5,0.0,3.26,-0.49,0.85,0.045,0.0,828.5,2685.667,214.0,-1.0
"""2026-06-18 05:27:12""",209449,12.88,8.0,11.0,0.0,4.656,-0.434,0.7,0.123,0.0,824.0,2674.0,173.0,-1.0
"""2026-06-18 05:32:15""",209458,12.481,8.333,8.333,0.0,2.391,-0.407,0.725,0.055,0.0,826.667,2684.889,212.222,-1.0
"""2026-06-18 05:38:02""",209465,12.309,7.714,7.714,0.0,2.619,-0.691,0.684,0.03,0.0,829.0,2687.857,199.714,-1.0
"""2026-06-18 05:44:54""",209476,12.351,8.2,8.3,0.0,4.144,-0.603,0.454,0.031,0.0,828.2,2679.4,202.3,-1.0
