"TOA5","CR3000","CR3000","1564","CR3000.Std.29","CPU:Summit3.CR3","18522","AllData"
"TIMESTAMP","RECORD","Batt_Volt_Avg","Pulse_Tot","Pulse_2_Tot","Pulse_3_Tot","CNR1_Avg(1)","CNR1_Avg(2)","CNR1_Avg(3)","CNR1_Avg(4)","CNR1_PRT_Avg","P_Avg","T_Avg(1)","T_Avg(2)","CellCo_15"
"TS","RN","Volts","Counts","Counts","Counts","mV","mV","mV","mV","mV","mV","mV","mV",""
"","","Avg","Tot","Tot","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp"
"""2026-09-10 10:14:42""",209768,12.51,8.333,6.222,0.0,4.225,-0.585,0.791,0.068,0.0,827.889,2686.667,187.0,-1.0
"""2026-09-10 10:19:48""",209775,12.587,8.333,5.0,0.0,3.311,-0.415,0.637,0.07,0.0,831.167,2684.167,196.5,-1.0
"""2026-09-10 10:24:52""",209781,12.436,6.167,4.5,0.0,3.011,-0.63,0.375,0.017,0.0,825.833,2695.0,185.833,-1.0
"""2026-09-10 10:30:09""",209792,12.619,4.5,6.6,0.0,4.271,-0.425,0.649,0.065,0.0,828.8,2689.4,195.4,-1.0
"""2026-09-10 10:35:17""",209799,12.511,6.429,8.143,0.0,4.027,-0.471,0.712,0.042,0.0,827.571,2678.429,190.143,-1.0
"""2026-09-10 10:40:25""",209807,12.282,7.75,7.75,0.0,4.3,-0.511,0.698,0.018,0.0,827.5,2698.0,190.75,-1.0
"""2026-09-10 10:45:31""",209814,12.634,7.0,8.857,0.0,4.744,-0.466,0.674,0.073,0.0,828.286,2699.143,222.286,-1.0
"""2026-09-10 10:51:30""",209821,12.469,8.714,6.714,0.0,2.179,-0.798,0.542,0.029,0.0,832.286,2683.286,200.429,-1.0
"""2026-09-10 10:58:20""",209826,12.635,7.0,3.6,0.0,3.962,-0.479,0.723,0.052,0.0,833.2,2669.6,193.6,-1.0
