"TOA5","CR3000","CR3000","1564","CR3000.Std.29","CPU:Summit3.CR3","18522","AllData"
"TIMESTAMP","RECORD","Batt_Volt_Avg","Pulse_Tot","Pulse_2_Tot","Pulse_3_Tot","CNR1_Avg(1)","CNR1_Avg(2)","CNR1_Avg(3)","CNR1_Avg(4)","CNR1_PRT_Avg","P_Avg","T_Avg(1)","T_Avg(2)","CellCo_15"
"TS","RN","Volts","Counts","Counts","Counts","mV","mV","mV","mV","mV","mV","mV","mV",""
"","","Avg","Tot","Tot","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp"
"""2026-09-10 03:16:20""",209323,12.466,9.8,4.8,0.0,4.339,-0.472,0.449,0.062,0.0,828.6,2679.0,219.6,-1.0
"""2026-09-10 03:21:41""",209334,12.418,7.636,7.727,0.0,2.337,-0.637,0.677,0.071,0.0,830.182,2677.636,211.364,-1.0
"""2026-09-10 03:26:42""",209341,12.341,6.857,6.714,0.0,3.724,-0.444,0.665,0.059,0.0,830.286,2688.429,204.571,-1.0
"""2026-09-10 03:41:18""",209349,12.445,8.375,8.25,0.0,2.935,-0.486,0.684,0.051,0.0,830.625,2685.875,186.875,-1.0
"""2026-09-10 03:53:17""",209355,12.348,7.167,5.333,0.0,3.648,-0.405,0.712,0.078,0.0,828.167,2698.667,197.0,-1.0
"""2026-09-10 04:04:37""",209359,12.328,4.75,9.25,0.0,3.794,-0.612,0.812,0.034,0.0,829.75,2686.0,195.75,-1.0
"""2026-09-10 04:11:13""",209370,12.536,5.091,4.818,0.0,3.622,-0.585,0.59,0.028,0.0,828.091,2680.545,212.636,-1.0
