"TOA5","CR3000","CR3000","1564","CR3000.Std.29","CPU:Summit3.CR3","18522","AllData"
"TIMESTAMP","RECORD","Batt_Volt_Avg","Pulse_Tot","Pulse_2_Tot","Pulse_3_Tot","CNR1_Avg(1)","CNR1_Avg(2)","CNR1_Avg(3)","CNR1_Avg(4)","CNR1_PRT_Avg","P_Avg","T_Avg(1)","T_Avg(2)","CellCo_15"
"TS","RN","Volts","Counts","Counts","Counts","mV","mV","mV","mV","mV","mV","mV","mV",""
"","","Avg","Tot","Tot","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp"
"""2026-06-18 03:05:00""",209643,12.601,6.6,6.333,0.0,4.027,-0.682,0.635,0.051,0.0,828.133,2691.133,196.267,-1.0
"""2026-06-18 03:10:00""",209658,12.487,7.867,6.933,0.0,3.564,-0.491,0.592,0.049,0.0,829.933,2682.4,193.4,-1.0
"""2026-06-18 03:15:00""",209673,12.562,6.667,6.8,0.0,3.581,-0.522,0.712,0.046,0.0,829.333,2672.6,187.6,-1.0
"""2026-06-18 03:20:00""",209688,12.419,7.333,5.333,0.0,4.168,-0.429,0.606,0.064,0.0,825.6,2688.733,205.267,-1.0
"""2026-06-18 03:25:00""",209703,12.527,6.2,5.867,0.0,4.032,-0.46,0.608,0.052,0.0,829.933,2682.867,203.8,-1.0
"""2026-06-18 03:30:00""",209718,12.581,6.867,5.533,0.0,3.828,-0.458,0.533,0.042,0.0,829.067,2690.8,192.933,-1.0
"""2026-06-18 03:35:00""",209733,12.54,6.067,6.333,0.0,3.925,-0.539,0.499,0.04,0.0,830.267,2681.2,201.867,-1.0
"""2026-06-18 03:40:00""",209748,12.539,8.467,6.4,0.0,2.762,-0.457,0.741,0.045,0.0,827.8,2684.467,191.867,-1.0
"""2026-06-18 03:45:00""",209763,12.448,6.667,7.133,0.0,3.472,-0.393,0.639,0.064,0.0,830.333,2679.933,205.867,-1.0
"""2026-06-18 03:50:00""",209778,12.453,4.0,8.533,0.0,3.432,-0.521,0.622,0.035,0.0,828.467,2681.867,198.867,-1.0
"""2026-06-18 03:55:00""",209793,12.399,5.6,5.733,0.0,2.492,-0.428,0.686,0.046,0.0,828.0,2698.733,195.933,-1.0
"""2026-06-18 04:00:00""",209808,12.469,8.133,5.933,0.0,3.534,-0.493,0.496,0.053,0.0,829.067,2683.067,198.467,-1.0
