"TOA5","CR3000","CR3000","1564","CR3000.Std.29","CPU:Summit3.CR3","18522","AllData"
"TIMESTAMP","RECORD","Batt_Volt_Avg","Pulse_Tot","Pulse_2_Tot","Pulse_3_Tot","CNR1_Avg(1)","CNR1_Avg(2)","CNR1_Avg(3)","CNR1_Avg(4)","CNR1_PRT_Avg","P_Avg","T_Avg(1)","T_Avg(2)","CellCo_15"
"TS","RN","Volts","Counts","Counts","Counts","mV","mV","mV","mV","mV","mV","mV","mV",""
"","","Avg","Tot","Tot","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp"
"""2026-06-18 04:00:00""",209808,12.469,8.133,5.933,0.0,3.534,-0.493,0.496,0.053,0.0,829.067,2683.067,198.467,-1.0
"""2026-06-18 04:05:00""",209823,12.467,6.267,6.467,0.0,3.359,-0.498,0.754,0.063,0.0,832.133,2686.8,196.0,-1.0
"""2026-06-18 04:10:00""",209838,12.46,6.333,6.533,0.0,3.765,-0.605,0.588,0.052,0.0,829.4,2679.333,198.067,-1.0
"""2026-06-18 04:15:00""",209853,12.417,6.8,6.133,0.0,3.729,-0.593,0.526,0.027,0.0,826.733,2678.133,200.267,-1.0
"""2026-06-18 04:20:00""",209868,12.499,6.4,3.867,0.0,3.265,-0.429,0.677,0.052,0.0,828.533,2678.867,188.533,-1.0
"""2026-06-18 04:25:00""",209883,12.513,7.4,7.533,0.0,3.573,-0.587,0.492,0.034,0.0,826.467,2678.133,178.733,-1.0
"""2026-06-18 04:30:00""",209898,12.522,6.533,5.067,0.0,2.91,-0.482,0.53,0.066,0.0,827.933,2678.4,200.6,-1.0
"""2026-06-18 04:35:00""",209913,12.633,6.133,6.8,0.0,3.8,-0.503,0.578,0.045,0.0,829.6,2687.467,199.133,-1.0
"""2026-06-18 04:40:00""",209928,12.539,5.933,7.067,0.0,3.206,-0.413,0.578,0.047,0.0,829.267,2693.867,193.267,-1.0
"""2026-06-18 04:45:00""",209943,12.425,6.933,7.067,0.0,2.951,-0.615,0.752,0.039,0.0,831.467,2691.733,213.267,-1.0
"""2026-06-18 04:50:00""",209958,12.491,7.667,6.133,0.0,2.975,-0.499,0.453,0.022,0.0,829.8,2685.2,212.133,-1.0
